Topic
23
29
2
11
41
-1
23
-1
2
6
19
-1
18
-1
6
-1
37
-1
2
30
6
12
0
-1
39
20
-1
20
24
-1
-1
6
20
0
6
-1
-1
10
7
-1
-1
0
0
-1
6
-1
10
-1
-1
1
-1
36
0
10
37
39
0
0
1
24
7
-1
0
0
6
15
0
4
-1
-1
-1
-1
7
1
-1
1
1
-1
37
0
0
22
-1
-1
26
7
-1
1
-1
-1
-1
4
22
-1
10
20
6
-1
-1
-1
-1
-1
10
-1
21
33
-1
33
-1
-1
3
3
3
0
-1
38
-1
38
-1
-1
9
-1
18
11
27
5
-1
27
-1
2
-1
16
0
-1
3
16
-1
11
17
14
33
-1
34
14
-1
41
14
9
0
2
-1
11
19
5
-1
13
11
7
23
-1
-1
11
11
6
26
16
33
3
23
-1
-1
8
12
8
7
-1
12
1
36
24
10
-1
-1
26
-1
-1
4
11
31
11
-1
0
11
22
1
13
20
8
-1
-1
0
0
-1
4
0
-1
1
6
7
0
0
-1
-1
-1
1
-1
-1
-1
22
5
31
22
29
23
-1
23
34
2
5
2
2
23
-1
9
27
-1
33
3
41
29
-1
2
18
31
-1
19
18
25
23
-1
9
11
-1
-1
-1
11
10
0
-1
11
2
2
11
11
-1
11
11
11
-1
-1
-1
11
22
32
2
9
25
2
5
15
-1
-1
6
-1
1
1
-1
36
4
13
3
20
0
13
1
8
-1
-1
-1
14
-1
-1
1
12
-1
0
15
8
-1
0
17
-1
8
1
8
-1
0
0
-1
-1
8
-1
7
10
39
21
25
5
-1
21
-1
3
9
21
27
21
5
5
21
21
21
10
-1
18
-1
2
0
27
0
-1
27
5
13
37
13
27
14
5
30
30
2
0
3
13
32
16
16
34
5
0
14
42
21
1
-1
-1
-1
2
38
0
1
1
0
14
20
1
26
7
17
-1
15
4
-1
-1
4
39
-1
-1
-1
0
1
-1
4
26
4
7
1
-1
39
-1
-1
4
1
14
35
-1
4
-1
7
15
-1
-1
12
17
8
1
-1
17
-1
7
33
25
-1
3
2
-1
-1
2
34
29
-1
9
-1
2
-1
18
-1
5
2
-1
41
-1
19
9
5
7
-1
-1
2
9
32
2
9
-1
-1
26
10
37
12
24
6
12
24
8
4
-1
-1
6
0
0
14
17
6
-1
-1
-1
35
8
-1
-1
-1
0
-1
15
0
20
7
10
7
-1
7
10
8
-1
8
24
25
-1
25
29
-1
14
-1
-1
2
13
3
-1
-1
-1
14
-1
-1
13
41
27
42
2
31
3
13
40
3
-1
5
37
-1
32
9
24
-1
18
2
-1
-1
-1
21
-1
2
1
7
-1
-1
-1
-1
1
-1
1
-1
7
8
-1
-1
7
0
12
35
-1
-1
42
1
-1
-1
1
16
-1
7
36
-1
1
4
1
1
-1
-1
-1
-1
-1
39
8
15
-1
10
0
31
31
-1
-1
13
3
-1
2
2
2
-1
34
-1
18
19
2
38
-1
19
13
2
16
16
21
-1
15
9
-1
2
9
2
15
12
26
2
18
2
9
9
5
2
-1
-1
13
8
-1
0
-1
20
35
1
1
8
8
-1
20
35
-1
0
1
35
-1
8
24
-1
-1
-1
4
0
36
22
-1
-1
15
-1
15
14
4
26
-1
8
8
8
30
-1
-1
0
-1
25
-1
-1
-1
0
35
7
-1
-1
0
17
-1
4
13
36
-1
-1
-1
26
10
7
20
1
-1
24
10
-1
2
3
-1
32
3
-1
-1
-1
40
3
3
18
3
3
-1
-1
-1
9
9
-1
-1
2
-1
3
-1
16
3
40
-1
40
-1
31
3
-1
16
21
13
3
-1
3
-1
-1
42
34
-1
-1
-1
32
-1
11
3
12
-1
25
6
0
14
-1
17
22
-1
6
-1
0
-1
13
15
1
10
-1
39
36
8
12
-1
35
4
10
-1
1
3
24
23
2
16
-1
2
19
2
2
-1
2
2
2
3
19
18
5
18
9
9
9
17
9
-1
3
23
5
-1
4
6
-1
-1
1
-1
15
1
-1
0
15
20
0
12
1
-1
-1
-1
4
35
13
-1
0
-1
17
14
12
-1
-1
-1
-1
-1
-1
-1
1
14
0
24
0
12
1
7
14
1
14
0
-1
0
7
4
25
12
31
-1
-1
-1
-1
16
-1
3
42
-1
3
-1
30
-1
-1
13
13
30
3
-1
-1
3
1
-1
35
-1
0
-1
3
8
13
-1
-1
26
4
8
15
4
4
0
4
20
-1
-1
-1
4
-1
13
13
35
4
1
1
17
15
4
4
-1
25
1
10
12
30
1
6
10
10
7
22
-1
10
8
-1
24
-1
-1
27
-1
-1
40
21
21
-1
38
5
3
5
-1
-1
9
31
-1
31
29
2
21
-1
2
-1
-1
-1
9
9
5
3
5
21
29
9
9
27
5
2
9
21
32
-1
-1
5
9
2
9
34
31
23
9
-1
3
18
23
23
16
9
2
2
5
